id,name,base_experience,height,weight,hp,attack,defense,special-attack,special-defense,speed,is_baby,is_mythical,is_legendary
897,spectrier,290,20,445,100,65,60,145,80,130,False,False,True
898,calyrex,250,11,77,100,80,80,80,80,80,False,False,True
899,wyrdeer,263,18,951,103,105,72,105,75,65,False,False,False
900,kleavor,175,18,890,70,135,95,45,70,85,False,False,False
901,ursaluna,275,24,2900,130,140,105,45,80,50,False,False,False
902,basculegion-male,265,30,1100,120,112,65,80,75,78,False,False,False
903,sneasler,102,13,430,80,130,60,40,80,120,False,False,False
904,overqwil,179,25,605,85,115,95,65,65,85,False,False,False
905,enamorus-incarnate,116,16,480,74,115,70,135,80,106,False,False,True
906,sprigatito,62,4,41,40,61,54,45,45,65,False,False,False
907,floragato,144,9,122,61,80,63,60,63,83,False,False,False
908,meowscarada,265,15,312,76,110,70,81,70,123,False,False,False
909,fuecoco,62,4,98,67,45,59,63,40,36,False,False,False
910,crocalor,144,10,307,81,55,78,90,58,49,False,False,False
911,skeledirge,265,16,3265,104,75,100,110,75,66,False,False,False
912,quaxly,62,5,61,55,65,45,50,45,50,False,False,False
913,quaxwell,144,12,215,70,85,65,65,60,65,False,False,False
914,quaquaval,265,18,619,85,120,80,85,75,85,False,False,False
915,lechonk,51,5,102,54,45,40,35,45,35,False,False,False
916,oinkologne-male,171,10,1200,110,100,75,59,80,65,False,False,False
917,tarountula,42,3,40,35,41,45,29,40,20,False,False,False
918,spidops,141,10,165,60,79,92,52,86,35,False,False,False
919,nymble,42,2,10,33,46,40,21,25,45,False,False,False
920,lokix,158,10,175,71,102,78,52,55,92,False,False,False
921,pawmi,48,3,25,45,50,20,40,25,60,False,False,False
922,pawmo,123,4,65,60,75,40,50,40,85,False,False,False
923,pawmot,245,9,410,70,115,70,70,60,105,False,False,False
924,tandemaus,61,3,18,50,50,45,40,45,75,False,False,False
925,maushold-family-of-four,165,3,28,74,75,70,65,75,111,False,False,False
926,fidough,62,3,109,37,55,70,30,55,65,False,False,False
927,dachsbun,167,5,149,57,80,115,50,80,95,False,False,False
928,smoliv,52,3,65,41,35,45,58,51,30,False,False,False
929,dolliv,124,6,119,52,53,60,78,78,33,False,False,False
930,arboliva,255,14,482,78,69,90,125,109,39,False,False,False
931,squawkabilly-green-plumage,146,6,24,82,96,51,45,51,92,False,False,False
932,nacli,56,4,160,55,55,75,35,35,25,False,False,False
933,naclstack,124,6,1050,60,60,100,35,65,35,False,False,False
934,garganacl,250,23,2400,100,100,130,45,90,35,False,False,False
935,charcadet,51,6,105,40,50,40,50,40,35,False,False,False
936,armarouge,263,15,850,85,60,100,125,80,75,False,False,False
937,ceruledge,263,16,620,75,125,80,60,100,85,False,False,False
938,tadbulb,54,3,4,61,31,41,59,35,45,False,False,False
939,bellibolt,173,12,1130,109,64,91,103,83,45,False,False,False
940,wattrel,56,4,36,40,40,35,55,40,70,False,False,False
941,kilowattrel,172,14,386,70,70,60,105,60,125,False,False,False
942,maschiff,68,5,160,60,78,60,40,51,51,False,False,False
943,mabosstiff,177,11,610,80,120,90,60,70,85,False,False,False
944,shroodle,58,2,7,40,65,35,40,35,75,False,False,False
945,grafaiai,170,7,272,63,95,65,80,72,110,False,False,False
946,bramblin,55,6,6,40,65,30,45,35,60,False,False,False
947,brambleghast,168,12,60,55,115,70,80,70,90,False,False,False
948,toedscool,67,9,330,40,40,35,50,100,70,False,False,False
949,toedscruel,180,19,580,80,70,65,80,120,100,False,False,False
950,klawf,158,13,790,70,100,115,35,55,75,False,False,False
951,capsakid,61,3,30,50,62,40,62,40,50,False,False,False
952,scovillain,170,9,150,65,108,65,108,65,75,False,False,False
953,rellor,54,2,10,41,50,60,31,58,30,False,False,False
954,rabsca,165,3,35,75,50,85,115,100,45,False,False,False
955,flittle,51,2,15,30,35,30,55,30,75,False,False,False
956,espathra,168,19,900,95,60,60,101,60,105,False,False,False
957,tinkatink,59,4,89,50,45,45,35,64,58,False,False,False
958,tinkatuff,133,7,591,65,55,55,45,82,78,False,False,False
959,tinkaton,253,7,1128,85,75,77,70,105,94,False,False,False
960,wiglett,49,12,18,10,55,25,35,25,95,False,False,False
961,wugtrio,149,12,54,35,100,50,50,70,120,False,False,False
962,bombirdier,243,15,429,70,103,85,60,85,82,False,False,False
963,finizen,63,13,602,70,45,40,45,40,75,False,False,False
964,palafin-zero,160,13,602,100,70,72,53,62,100,False,False,False
965,varoom,60,10,350,45,70,63,30,45,47,False,False,False
966,revavroom,175,18,1200,80,119,90,54,67,90,False,False,False
967,cyclizar,175,16,630,70,95,65,85,65,121,False,False,False
968,orthworm,240,25,3100,70,85,145,60,55,65,False,False,False
969,glimmet,70,7,80,48,35,42,105,60,60,False,False,False
970,glimmora,184,15,450,83,55,90,130,81,86,False,False,False
971,greavard,58,6,350,50,61,60,30,55,34,False,False,False
972,houndstone,171,20,150,72,101,100,50,97,68,False,False,False
973,flamigo,175,16,370,82,115,74,75,64,90,False,False,False
974,cetoddle,67,12,450,108,68,45,30,40,43,False,False,False
975,cetitan,182,45,7000,170,113,65,45,55,73,False,False,False
976,veluza,167,25,900,90,102,73,78,65,70,False,False,False
977,dondozo,265,120,2200,150,100,115,65,65,35,False,False,False
978,tatsugiri-curly,166,3,80,68,50,60,120,95,82,False,False,False
979,annihilape,268,12,560,110,115,80,50,90,90,False,False,False
980,clodsire,151,18,2230,130,75,60,45,100,20,False,False,False
981,farigiraf,260,32,1600,120,90,70,110,70,60,False,False,False
982,dudunsparce-two-segment,182,36,392,125,100,80,85,75,55,False,False,False
983,kingambit,275,20,1200,100,135,120,60,85,50,False,False,False
984,great-tusk,285,22,3200,115,131,131,53,53,87,False,False,False
985,scream-tail,285,12,80,115,65,99,65,115,111,False,False,False
986,brute-bonnet,285,12,210,111,127,99,79,99,55,False,False,False
987,flutter-mane,285,14,40,55,55,55,135,135,135,False,False,False
988,slither-wing,285,32,920,85,135,79,85,105,81,False,False,False
989,sandy-shocks,285,23,600,85,81,97,121,85,101,False,False,False
990,iron-treads,285,9,2400,90,112,120,72,70,106,False,False,False
991,iron-bundle,285,6,110,56,80,114,124,60,136,False,False,False
992,iron-hands,285,18,3807,154,140,108,50,68,50,False,False,False
993,iron-jugulis,285,13,1110,94,80,86,122,80,108,False,False,False
994,iron-moth,285,12,360,80,70,60,140,110,110,False,False,False
995,iron-thorns,285,16,3030,100,134,110,70,84,72,False,False,False
996,frigibax,64,5,170,65,75,45,35,45,55,False,False,False
997,arctibax,148,8,300,90,95,66,45,65,62,False,False,False
998,baxcalibur,300,21,2100,115,145,92,75,86,87,False,False,False
999,gimmighoul,60,3,50,45,30,70,75,70,10,False,False,False
1000,gholdengo,275,12,300,87,60,95,133,91,84,False,False,False
1001,wo-chien,285,15,742,85,85,100,95,135,70,False,False,True
1002,chien-pao,285,19,1522,80,120,80,90,65,135,False,False,True
1003,ting-lu,285,27,6997,155,110,125,55,80,45,False,False,True
1004,chi-yu,285,4,49,55,80,80,135,120,100,False,False,True
1005,roaring-moon,295,20,3800,105,139,71,55,101,119,False,False,False
1006,iron-valiant,295,14,350,74,130,90,120,60,116,False,False,False
1007,koraidon,335,25,3030,100,135,115,85,100,135,False,False,True
1008,miraidon,335,35,2400,100,85,100,135,115,135,False,False,True
1009,walking-wake,295,35,2800,99,83,91,125,83,109,False,False,False
1010,iron-leaves,295,15,1250,90,130,88,70,108,104,False,False,False
1011,dipplin,170,4,97,80,80,110,95,80,40,False,False,False
1012,poltchageist,62,1,11,40,45,45,74,54,50,False,False,False
1013,sinistcha,178,2,22,71,60,106,121,80,70,False,False,False
1014,okidogi,278,18,922,88,128,115,58,86,80,False,False,True
1015,munkidori,278,10,122,88,75,66,130,90,106,False,False,True
1016,fezandipiti,278,14,301,88,91,82,70,125,99,False,False,True
1017,ogerpon,275,12,398,80,120,84,60,96,110,False,False,True
1018,archaludon,300,20,600,90,105,130,125,65,85,False,False,False
1019,hydrapple,270,18,930,106,80,110,120,80,44,False,False,False
1020,gouging-fire,295,35,5900,105,115,121,65,93,91,False,False,False
1021,raging-bolt,295,52,4800,125,73,91,137,89,75,False,False,False
1022,iron-boulder,295,15,1625,90,120,80,68,108,124,False,False,False
1023,iron-crown,295,16,1560,90,72,100,122,108,98,False,False,False
1024,terapagos,90,2,65,90,65,85,65,85,60,False,False,True
1025,pecharunt,300,3,3,88,88,160,88,88,88,False,True,False
10001,deoxys-attack,270,17,608,50,180,20,180,20,150,False,True,False
10002,deoxys-defense,270,17,608,50,70,160,70,160,90,False,True,False
10003,deoxys-speed,270,17,608,50,95,90,95,90,180,False,True,False
10004,wormadam-sandy,148,5,65,60,79,105,59,85,36,False,False,False
10005,wormadam-trash,148,5,65,60,69,95,69,95,36,False,False,False
10006,shaymin-sky,270,4,52,100,103,75,120,75,127,False,True,False
10007,giratina-origin,340,69,6500,150,120,100,120,100,90,False,False,True
10008,rotom-heat,182,3,3,50,65,107,105,107,86,False,False,False
10009,rotom-wash,182,3,3,50,65,107,105,107,86,False,False,False
10010,rotom-frost,182,3,3,50,65,107,105,107,86,False,False,False
10011,rotom-fan,182,3,3,50,65,107,105,107,86,False,False,False
10012,rotom-mow,182,3,3,50,65,107,105,107,86,False,False,False
10013,castform-sunny,147,3,8,70,70,70,70,70,70,False,False,False
10014,castform-rainy,147,3,8,70,70,70,70,70,70,False,False,False
10015,castform-snowy,147,3,8,70,70,70,70,70,70,False,False,False
10016,basculin-blue-striped,161,10,180,70,92,65,80,55,98,False,False,False
10017,darmanitan-zen,189,13,929,105,30,105,140,105,55,False,False,False
10018,meloetta-pirouette,270,6,65,100,128,90,77,77,128,False,True,False
10019,tornadus-therian,290,14,630,79,100,80,110,90,121,False,False,True
10020,thundurus-therian,290,30,610,79,105,70,145,80,101,False,False,True
10021,landorus-therian,300,13,680,89,145,90,105,80,91,False,False,True
10022,kyurem-black,350,33,3250,125,170,100,120,90,95,False,False,True
10023,kyurem-white,350,36,3250,125,120,90,170,100,95,False,False,True
10024,keldeo-resolute,290,14,485,91,72,90,129,90,108,False,True,False
10025,meowstic-female,163,6,85,74,48,76,83,81,104,False,False,False
10026,aegislash-blade,250,17,530,60,140,50,140,50,60,False,False,False
10027,pumpkaboo-small,67,3,35,44,66,70,44,55,56,False,False,False
10028,pumpkaboo-large,67,5,75,54,66,70,44,55,46,False,False,False
10029,pumpkaboo-super,67,8,150,59,66,70,44,55,41,False,False,False
10030,gourgeist-small,173,7,95,55,85,122,58,75,99,False,False,False
10031,gourgeist-large,173,11,140,75,95,122,58,75,69,False,False,False
10032,gourgeist-super,173,17,390,85,100,122,58,75,54,False,False,False
10033,venusaur-mega,281,24,1555,80,100,123,122,120,80,False,False,False
10034,charizard-mega-x,285,17,1105,78,130,111,130,85,100,False,False,False
10035,charizard-mega-y,285,17,1005,78,104,78,159,115,100,False,False,False
10036,blastoise-mega,284,16,1011,79,103,120,135,115,78,False,False,False
10037,alakazam-mega,270,12,480,55,50,65,175,105,150,False,False,False
10038,gengar-mega,270,14,405,60,65,80,170,95,130,False,False,False
10039,kangaskhan-mega,207,22,1000,105,125,100,60,100,100,False,False,False
10040,pinsir-mega,210,17,590,65,155,120,65,90,105,False,False,False
10041,gyarados-mega,224,65,3050,95,155,109,70,130,81,False,False,False
10042,aerodactyl-mega,215,21,790,80,135,85,70,95,150,False,False,False
10043,mewtwo-mega-x,351,23,1270,106,190,100,154,100,130,False,False,True
10044,mewtwo-mega-y,351,15,330,106,150,70,194,120,140,False,False,True
10045,ampharos-mega,275,14,615,90,95,105,165,110,45,False,False,False
10046,scizor-mega,210,20,1250,70,150,140,65,100,75,False,False,False
10047,heracross-mega,210,17,625,80,185,115,40,105,75,False,False,False
10048,houndoom-mega,210,19,495,75,90,90,140,90,115,False,False,False
10049,tyranitar-mega,315,25,2550,100,164,150,95,120,71,False,False,False
10050,blaziken-mega,284,19,520,80,160,80,130,80,100,False,False,False
10051,gardevoir-mega,278,16,484,68,85,65,165,135,100,False,False,False
10052,mawile-mega,168,10,235,50,105,125,55,95,50,False,False,False
10053,aggron-mega,284,22,3950,70,140,230,60,80,50,False,False,False
10054,medicham-mega,179,13,315,60,100,85,80,85,100,False,False,False
10055,manectric-mega,201,18,440,70,75,80,135,80,135,False,False,False
10056,banette-mega,194,12,130,64,165,75,93,83,75,False,False,False
10057,absol-mega,198,12,490,65,150,60,115,60,115,False,False,False
10058,garchomp-mega,315,19,950,108,170,115,120,95,92,False,False,False
10059,lucario-mega,219,13,575,70,145,88,140,70,112,False,False,False
10060,abomasnow-mega,208,27,1850,90,132,105,132,105,30,False,False,False
10061,floette-eternal,243,2,9,74,65,67,125,128,92,False,False,False
10062,latias-mega,315,18,520,80,100,120,140,150,110,False,False,True
10063,latios-mega,315,23,700,80,130,100,160,120,110,False,False,True
10064,swampert-mega,286,19,1020,100,150,110,95,110,70,False,False,False
10065,sceptile-mega,284,19,552,70,110,75,145,85,145,False,False,False
10066,sableye-mega,168,5,1610,50,85,125,85,115,20,False,False,False
10067,altaria-mega,207,15,206,75,110,110,110,105,80,False,False,False
10068,gallade-mega,278,16,564,68,165,95,65,115,110,False,False,False
10069,audino-mega,425,15,320,103,60,126,80,126,50,False,False,False
10070,sharpedo-mega,196,25,1303,70,140,70,110,65,105,False,False,False
10071,slowbro-mega,207,20,1200,95,75,180,130,80,30,False,False,False
10072,steelix-mega,214,105,7400,75,125,230,55,95,30,False,False,False
10073,pidgeot-mega,261,22,505,83,80,80,135,80,121,False,False,False
10074,glalie-mega,203,21,3502,80,120,80,120,80,100,False,False,False
10075,diancie-mega,315,11,278,50,160,110,160,110,110,False,True,False
10076,metagross-mega,315,25,9429,80,145,150,105,110,110,False,False,False
10077,kyogre-primal,347,98,4300,100,150,90,180,160,90,False,False,True
10078,groudon-primal,347,50,9997,100,180,160,150,90,90,False,False,True
10079,rayquaza-mega,351,108,3920,105,180,100,180,100,115,False,False,True
10080,pikachu-rock-star,112,4,60,35,55,40,50,50,90,False,False,False
10081,pikachu-belle,112,4,60,35,55,40,50,50,90,False,False,False
10082,pikachu-pop-star,112,4,60,35,55,40,50,50,90,False,False,False
10083,pikachu-phd,112,4,60,35,55,40,50,50,90,False,False,False
10084,pikachu-libre,112,4,60,35,55,40,50,50,90,False,False,False
10085,pikachu-cosplay,112,4,60,35,55,40,50,50,90,False,False,False
10086,hoopa-unbound,306,65,4900,80,160,60,170,130,80,False,True,False
10087,camerupt-mega,196,25,3205,70,120,100,145,105,20,False,False,False
10088,lopunny-mega,203,13,283,65,136,94,54,96,135,False,False,False
10089,salamence-mega,315,18,1126,95,145,130,120,90,120,False,False,False
10090,beedrill-mega,223,14,405,65,150,40,15,80,145,False,False,False
10091,rattata-alola,51,3,38,30,56,35,25,35,72,False,False,False
10092,raticate-alola,145,7,255,75,71,70,40,80,77,False,False,False
10093,raticate-totem-alola,145,14,1050,75,71,70,40,80,77,False,False,False
10094,pikachu-original-cap,112,4,60,35,55,40,50,50,90,False,False,False
10095,pikachu-hoenn-cap,112,4,60,35,55,40,50,50,90,False,False,False
10096,pikachu-sinnoh-cap,112,4,60,35,55,40,50,50,90,False,False,False
10097,pikachu-unova-cap,112,4,60,35,55,40,50,50,90,False,False,False
10098,pikachu-kalos-cap,112,4,60,35,55,40,50,50,90,False,False,False
10099,pikachu-alola-cap,112,4,60,35,55,40,50,50,90,False,False,False
10100,raichu-alola,243,7,210,60,85,50,95,85,110,False,False,False
10101,sandshrew-alola,60,7,400,50,75,90,10,35,40,False,False,False
10102,sandslash-alola,158,12,550,75,100,120,25,65,65,False,False,False
10103,vulpix-alola,60,6,99,38,41,40,50,65,65,False,False,False
10104,ninetales-alola,177,11,199,73,67,75,81,100,109,False,False,False
10105,diglett-alola,53,2,10,10,55,30,35,45,90,False,False,False
10106,dugtrio-alola,149,7,666,35,100,60,50,70,110,False,False,False
10107,meowth-alola,58,4,42,40,35,35,50,40,90,False,False,False
10108,persian-alola,154,11,330,65,60,60,75,65,115,False,False,False
10109,geodude-alola,60,4,203,40,80,100,30,30,20,False,False,False
10110,graveler-alola,137,10,1100,55,95,115,45,45,35,False,False,False
10111,golem-alola,223,17,3160,80,120,130,55,65,45,False,False,False
10112,grimer-alola,65,7,420,80,80,50,40,50,25,False,False,False
10113,muk-alola,175,10,520,105,105,75,65,100,50,False,False,False
10114,exeggutor-alola,186,109,4156,95,105,85,125,75,45,False,False,False
10115,marowak-alola,149,10,340,60,80,110,50,80,45,False,False,False
10116,greninja-battle-bond,239,15,400,72,95,67,103,71,122,False,False,False
10117,greninja-ash,288,15,400,72,145,67,153,71,132,False,False,False
10118,zygarde-10-power-construct,243,12,335,54,100,71,61,85,115,False,False,True
10119,zygarde-50-power-construct,300,50,3050,108,100,121,81,95,95,False,False,True
10120,zygarde-complete,354,45,6100,216,100,121,91,95,85,False,False,True
10121,gumshoos-totem,146,14,600,88,110,60,55,60,45,False,False,False
10122,vikavolt-totem,225,26,1475,77,70,90,145,75,43,False,False,False
10123,oricorio-pom-pom,167,6,34,75,70,70,98,70,93,False,False,False
10124,oricorio-pau,167,6,34,75,70,70,98,70,93,False,False,False
10125,oricorio-sensu,167,6,34,75,70,70,98,70,93,False,False,False
10126,lycanroc-midnight,170,11,250,85,115,75,55,75,82,False,False,False
10127,wishiwashi-school,217,82,786,45,140,130,140,135,30,False,False,False
10128,lurantis-totem,168,15,580,70,105,90,80,90,45,False,False,False
10129,salazzle-totem,168,21,810,68,64,60,111,60,117,False,False,False
10130,minior-orange-meteor,154,3,400,60,60,100,60,100,60,False,False,False
10131,minior-yellow-meteor,154,3,400,60,60,100,60,100,60,False,False,False
10132,minior-green-meteor,154,3,400,60,60,100,60,100,60,False,False,False
10133,minior-blue-meteor,154,3,400,60,60,100,60,100,60,False,False,False
10134,minior-indigo-meteor,154,3,400,60,60,100,60,100,60,False,False,False
10135,minior-violet-meteor,154,3,400,60,60,100,60,100,60,False,False,False
10136,minior-red,175,3,3,60,100,60,100,60,120,False,False,False
10137,minior-orange,175,3,3,60,100,60,100,60,120,False,False,False
10138,minior-yellow,175,3,3,60,100,60,100,60,120,False,False,False
10139,minior-green,175,3,3,60,100,60,100,60,120,False,False,False
10140,minior-blue,175,3,3,60,100,60,100,60,120,False,False,False
10141,minior-indigo,175,3,3,60,100,60,100,60,120,False,False,False
10142,minior-violet,175,3,3,60,100,60,100,60,120,False,False,False
10143,mimikyu-busted,167,2,7,55,90,80,50,105,96,False,False,False
10144,mimikyu-totem-disguised,167,4,28,55,90,80,50,105,96,False,False,False
10145,mimikyu-totem-busted,167,4,28,55,90,80,50,105,96,False,False,False
10146,kommo-o-totem,270,24,2075,75,110,125,100,105,85,False,False,False
10147,magearna-original,300,10,805,80,95,115,130,115,65,False,True,False
10148,pikachu-partner-cap,112,4,60,35,55,40,50,50,90,False,False,False
10149,marowak-totem,149,17,980,60,80,110,50,80,45,False,False,False
10150,ribombee-totem,162,4,20,60,55,60,95,70,124,False,False,False
10151,rockruff-own-tempo,56,5,92,45,65,40,30,40,60,False,False,False
10152,lycanroc-dusk,170,8,250,75,117,65,55,65,110,False,False,False
10153,araquanid-totem,159,31,2175,68,70,92,50,132,42,False,False,False
10154,togedemaru-totem,152,6,130,65,98,63,40,73,96,False,False,False
10155,necrozma-dusk,340,38,4600,97,157,127,113,109,77,False,False,True
10156,necrozma-dawn,340,42,3500,97,113,109,157,127,77,False,False,True
10157,necrozma-ultra,339,75,2300,97,167,97,167,97,129,False,False,True
10158,pikachu-starter,86,4,60,45,80,50,75,60,120,False,False,False
10159,eevee-starter,87,3,65,65,75,70,65,85,75,False,False,False
10160,pikachu-world-cap,112,4,60,35,55,40,50,50,90,False,False,False
10161,meowth-galar,58,4,75,50,65,55,40,40,40,False,False,False
10162,ponyta-galar,82,8,240,50,85,55,65,65,90,False,False,False
10163,rapidash-galar,175,17,800,65,100,70,80,80,105,False,False,False
10164,slowpoke-galar,63,12,360,90,65,65,40,40,15,False,False,False
10165,slowbro-galar,172,16,705,95,100,95,100,70,30,False,False,False
10166,farfetchd-galar,132,8,420,52,95,55,58,62,55,False,False,False
10167,weezing-galar,172,30,160,65,90,120,85,70,60,False,False,False
10168,mr-mime-galar,161,14,568,50,65,65,90,90,100,False,False,False
10169,articuno-galar,290,17,509,90,85,85,125,100,95,False,False,True
10170,zapdos-galar,290,16,582,90,125,90,85,90,100,False,False,True
10171,moltres-galar,290,20,660,90,85,90,100,125,90,False,False,True
10172,slowking-galar,172,18,795,95,65,80,110,110,30,False,False,False
10173,corsola-galar,144,6,5,60,55,100,65,100,30,False,False,False
10174,zigzagoon-galar,56,4,175,38,30,41,30,41,60,False,False,False
10175,linoone-galar,147,5,325,78,70,61,50,61,100,False,False,False
10176,darumaka-galar,63,7,400,70,90,45,15,45,50,False,False,False
10177,darmanitan-galar-standard,168,17,1200,105,140,55,30,55,95,False,False,False
10178,darmanitan-galar-zen,189,17,1200,105,160,55,30,55,135,False,False,False
10179,yamask-galar,61,5,15,38,55,85,30,65,30,False,False,False
10180,stunfisk-galar,165,7,205,109,81,99,66,84,32,False,False,False
10181,zygarde-10,243,12,335,54,100,71,61,85,115,False,False,True
10182,cramorant-gulping,166,8,180,70,85,55,85,95,85,False,False,False
10183,cramorant-gorging,166,8,180,70,85,55,85,95,85,False,False,False
10184,toxtricity-low-key,176,16,400,75,98,70,114,70,75,False,False,False
10185,eiscue-noice,165,14,890,75,80,70,65,50,130,False,False,False
10186,indeedee-female,166,9,280,70,55,65,95,105,85,False,False,False
10187,morpeko-hangry,153,3,30,58,95,58,70,58,97,False,False,False
10188,zacian-crowned,360,28,3550,92,150,115,80,115,148,False,False,True
10189,zamazenta-crowned,360,29,7850,92,120,140,80,140,128,False,False,True
10190,eternatus-eternamax,563,1000,0,255,115,250,125,250,130,False,False,True
10191,urshifu-rapid-strike,275,19,1050,100,130,100,63,60,97,False,False,True
10192,zarude-dada,300,18,700,105,120,105,70,95,105,False,True,False
10193,calyrex-ice,340,24,8091,100,165,150,85,130,50,False,False,True
10194,calyrex-shadow,340,24,536,100,85,80,165,100,150,False,False,True
10195,venusaur-gmax,236,240,10000,80,82,83,100,100,80,False,False,False
10196,charizard-gmax,240,280,10000,78,84,78,109,85,100,False,False,False
10197,blastoise-gmax,239,250,10000,79,83,100,85,105,78,False,False,False
10198,butterfree-gmax,178,170,10000,60,45,50,90,80,70,False,False,False
10199,pikachu-gmax,112,210,10000,35,55,40,50,50,90,False,False,False
10200,meowth-gmax,58,330,10000,40,45,35,40,40,90,False,False,False
10201,machamp-gmax,227,250,10000,90,130,80,65,85,55,False,False,False
10202,gengar-gmax,225,200,10000,60,65,60,130,75,110,False,False,False
10203,kingler-gmax,166,190,10000,55,130,115,50,50,75,False,False,False
10204,lapras-gmax,187,240,10000,130,85,80,85,95,60,False,False,False
10205,eevee-gmax,65,180,10000,55,55,50,45,65,55,False,False,False
10206,snorlax-gmax,189,350,10000,160,110,65,65,110,30,False,False,False
10207,garbodor-gmax,166,210,10000,80,95,82,60,82,75,False,False,False
10208,melmetal-gmax,270,250,10000,135,143,143,80,65,34,False,True,False
10209,rillaboom-gmax,265,280,10000,100,125,90,60,70,85,False,False,False
10210,cinderace-gmax,265,270,10000,80,116,75,65,75,119,False,False,False
10211,inteleon-gmax,265,400,10000,70,85,65,125,65,120,False,False,False
10212,corviknight-gmax,248,140,10000,98,87,105,53,85,67,False,False,False
10213,orbeetle-gmax,253,140,10000,60,45,110,80,120,90,False,False,False
10214,drednaw-gmax,170,240,10000,90,115,90,48,68,74,False,False,False
10215,coalossal-gmax,255,420,10000,110,80,120,80,90,30,False,False,False
10216,flapple-gmax,170,240,10000,70,110,80,95,60,70,False,False,False
10217,appletun-gmax,170,240,10000,110,85,80,100,80,30,False,False,False
10218,sandaconda-gmax,179,220,10000,72,107,125,65,70,71,False,False,False
10219,toxtricity-amped-gmax,176,240,10000,75,98,70,114,70,75,False,False,False
10220,centiskorch-gmax,184,750,10000,100,115,65,90,90,65,False,False,False
10221,hatterene-gmax,255,260,10000,57,90,95,136,103,29,False,False,False
10222,grimmsnarl-gmax,255,320,10000,95,120,65,95,75,60,False,False,False
10223,alcremie-gmax,173,300,10000,65,60,75,110,121,64,False,False,False
10224,copperajah-gmax,175,230,10000,122,130,69,80,69,30,False,False,False
10225,duraludon-gmax,187,430,10000,70,95,115,120,50,85,False,False,False
10226,urshifu-single-strike-gmax,275,290,10000,100,130,100,63,60,97,False,False,True
10227,urshifu-rapid-strike-gmax,275,260,10000,100,130,100,63,60,97,False,False,True
10228,toxtricity-low-key-gmax,176,240,10000,75,98,70,114,70,75,False,False,False
10229,growlithe-hisui,70,8,227,60,75,45,65,50,55,False,False,False
10230,arcanine-hisui,194,20,1680,95,115,80,95,80,90,False,False,False
10231,voltorb-hisui,66,5,130,40,30,50,55,55,100,False,False,False
10232,electrode-hisui,172,12,710,60,50,70,80,80,150,False,False,False
10233,typhlosion-hisui,240,16,698,73,84,78,119,85,95,False,False,False
10234,qwilfish-hisui,88,5,39,65,95,85,55,55,85,False,False,False
10235,sneasel-hisui,86,9,270,55,95,55,35,75,115,False,False,False
10236,samurott-hisui,238,15,582,90,108,80,100,65,85,False,False,False
10237,lilligant-hisui,168,12,192,70,105,75,50,75,105,False,False,False
10238,zorua-hisui,66,7,125,35,60,40,85,40,70,False,False,False
10239,zoroark-hisui,179,16,730,55,100,60,125,60,110,False,False,False
10240,braviary-hisui,179,17,434,110,83,70,112,70,65,False,False,False
10241,sliggoo-hisui,158,7,685,58,75,83,83,113,40,False,False,False
10242,goodra-hisui,270,17,3341,80,100,100,110,150,60,False,False,False
10243,avalugg-hisui,180,14,2624,95,127,184,34,36,38,False,False,False
10244,decidueye-hisui,239,16,370,88,112,80,95,95,60,False,False,False
10245,dialga-origin,306,70,8487,100,100,120,150,120,90,False,False,True
10246,palkia-origin,306,63,6590,90,100,100,150,120,120,False,False,True
10247,basculin-white-striped,161,10,180,70,92,65,80,55,98,False,False,False
10248,basculegion-female,265,30,1100,120,92,65,100,75,78,False,False,False
10249,enamorus-therian,116,16,480,74,115,110,135,100,46,False,False,True
10250,tauros-paldea-combat-breed,172,14,1150,75,110,105,30,70,100,False,False,False
10251,tauros-paldea-blaze-breed,172,14,850,75,110,105,30,70,100,False,False,False
10252,tauros-paldea-aqua-breed,172,14,1100,75,110,105,30,70,100,False,False,False
10253,wooper-paldea,42,4,110,55,45,45,25,25,15,False,False,False
10254,oinkologne-female,171,10,1200,115,90,70,59,90,65,False,False,False
10255,dudunsparce-three-segment,182,45,474,125,100,80,85,75,55,False,False,False
10256,palafin-hero,160,18,974,100,160,97,106,87,100,False,False,False
10257,maushold-family-of-three,165,3,23,74,75,70,65,75,111,False,False,False
10258,tatsugiri-droopy,166,3,80,68,50,60,120,95,82,False,False,False
10259,tatsugiri-stretchy,166,3,80,68,50,60,120,95,82,False,False,False
10260,squawkabilly-blue-plumage,146,6,24,82,96,51,45,51,92,False,False,False
10261,squawkabilly-yellow-plumage,146,6,24,82,96,51,45,51,92,False,False,False
10262,squawkabilly-white-plumage,146,6,24,82,96,51,45,51,92,False,False,False
10263,gimmighoul-roaming,60,1,10,45,30,25,75,45,80,False,False,False
10264,koraidon-limited-build,335,35,3030,100,135,115,85,100,135,False,False,True
10265,koraidon-sprinting-build,335,35,3030,100,135,115,85,100,135,False,False,True
10266,koraidon-swimming-build,335,35,3030,100,135,115,85,100,135,False,False,True
10267,koraidon-gliding-build,335,35,3030,100,135,115,85,100,135,False,False,True
10268,miraidon-low-power-mode,335,28,2400,100,85,100,135,115,135,False,False,True
10269,miraidon-drive-mode,335,28,2400,100,85,100,135,115,135,False,False,True
10270,miraidon-aquatic-mode,335,28,2400,100,85,100,135,115,135,False,False,True
