pokemon_id,type_id,pokemon_name,type_name
10306,14,chimecho-mega,psychic
10306,9,chimecho-mega,steel
10307,17,absol-mega-z,dark
10307,8,absol-mega-z,ghost
10308,2,staraptor-mega,fighting
10308,3,staraptor-mega,flying
10309,16,garchomp-mega-z,dragon
10310,2,lucario-mega-z,fighting
10310,9,lucario-mega-z,steel
10311,10,heatran-mega,fire
10311,9,heatran-mega,steel
10312,17,darkrai-mega,dark
10313,5,golurk-mega,ground
10313,8,golurk-mega,ghost
10314,14,meowstic-male-mega,psychic
10315,2,crabominable-mega,fighting
10315,15,crabominable-mega,ice
10316,7,golisopod-mega,bug
10316,9,golisopod-mega,steel
10317,9,magearna-mega,steel
10317,18,magearna-mega,fairy
10318,9,magearna-original-mega,steel
10318,18,magearna-original-mega,fairy
10319,13,zeraora-mega,electric
10320,12,scovillain-mega,grass
10320,10,scovillain-mega,fire
10321,6,glimmora-mega,rock
10321,4,glimmora-mega,poison
10322,16,tatsugiri-curly-mega,dragon
10322,11,tatsugiri-curly-mega,water
10323,16,tatsugiri-droopy-mega,dragon
10323,11,tatsugiri-droopy-mega,water
10324,16,tatsugiri-stretchy-mega,dragon
10324,11,tatsugiri-stretchy-mega,water
10325,16,baxcalibur-mega,dragon
10325,15,baxcalibur-mega,ice
10326,14,meowstic-female-mega,psychic
